id,label,cluster
DB02138,DIETHYL 4-METHYLBENZYLPHOSPHONATE,357
DB02548,D-GLUCITOL 6-PHOSPHATE,256
DB12826,DEPATUXIZUMAB,0
DB00795,AZULFIDINE,0
DB05460,EZATIOSTAT,284
DB13488,BENCYCLANE,0
DB06457,TECASTEMIZOLE,558
DB03135,[2(FORMYL-HYDROXY-AMINO)-ETHYL]-PHOSPHONIC ACID,562
DB06979,"5-(DODECYLTHIO)-1H-1,2,3-TRIAZOLE-4-CARBOXYLIC ACID",571
DB08474,3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,337
DB01400,BLOXIVERZ,357
DB11785,ANISODAMINE,0
DB00771,LIBRAX,198
DB09140,AIR,630
DB09202,CIRAZOLINE,0
DB07851,"(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE",30
DB02823,PHOSPHONOACETIC ACID,562
DB01827,"2,3,5,6-TETRAFLUORO-4-METHOXY-BENZAMIDE",357
DB05006,ADECATUMUMAB,0
DB08386,2-{[4-(4-PYRIDIN-4-YL-1H-PYRAZOL-3-YL)PHENOXY]METHYL}QUINOLINE,226
DB00195,BETAXOLOL,0
DB05219,EUCRISA,0
DB03181,"2-[4-(4-HYDROXY-3-ISOPROPYL-PHENOXY)-3,5-DIMETHYL-PHENYL]-2H-[1,2,4]TRIAZINE-3,5-DIONE",257
DB08188,EMIVIRINE,111
DB02470,D-GLYCERO-D-MANNOPYRANOSE-7-PHOSPHATE,513
DB01006,FEMARA,198
DB02446,GLUTAMINE HYDROXAMATE,438
DB01085,SALAGEN,0
DB04450,HEPTYL 1-THIOHEXOPYRANOSIDE,338
DB03818,N-[TOSYL-D-PROLINYL]AMINO-ETHANETHIOL,358
DB08021,5-BROMO-N-(3-CHLORO-2-(4-(PROP-2-YNYL)PIPERAZIN-1-YL)PHENYL)FURAN-2-CARBOXAMIDE,253
DB00026,KINERET,397
DB06228,XARELTO,550
DB07333,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",437
DB08644,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,409
DB06159,RUBITECAN,630
DB08534,"5-(2-FLUOROPHENYL)-N-(PYRIDIN-4-YLMETHYL)PYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",364
DB02031,"(6S)-5,6,7,8-TETRAHYDROFOLATE",113
DB13849,CLOFIBRIDE,0
DB07161,5-PHENYL-1H-INDAZOL-3-AMINE,583
DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",313
DB08202,4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE,125
DB07529,"2-IMINO-5-(1-PYRIDIN-2-YL-METH-(E)-YLIDENE)-1,3-THIAZOLIDIN-4-ONE",360
DB03201,D-CYSTEINE,433
DB06480,RESOTRAN,357
DB08209,2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID,630
DB00100,BENEFIX,235
DB02624,HOMOSERINE LACTONE,443
DB07360,"1-{5-[2-(THIENO[3,2-D]PYRIMIDIN-4-YLAMINO)ETHYL]-1,3-THIAZOL-2-YL}-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA",265
DB08915,ALEGLITAZAR,217
DB07876,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,200
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",183
DB08871,HALAVEN,630
DB04855,MULTAQ,278
DB04467,N-(5'-PHOSPHOPYRIDOXYL)-L-ALANINE,446
DB07109,(2E)-3-(3-HYDROXY-4-METHOXYPHENYL)PROP-2-ENOIC ACID,544
DB04232,N-HYDROXY-1-(4-METHOXYPHENYL)SULFONYL-4-BENZYLOXYCARBONYL-PIPERAZINE-2-CARBOXAMIDE,142
DB12319,BENZBROMARONE,0
DB04295,N-BENZOYL-N'-BETA-D-GLUCOPYRANOSYL UREA,241
DB05679,STELARA,396
DB00019,NEULASTA,0
DB08292,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",296
DB04729,GENTAMICIN C1A,0
DB00963,YELLOX,0
DB06193,PIXUVRI,0
DB04962,BECTUMOMAB,0
DB11792,MIRODENAFIL,0
DB11834,TREMFYA,396
DB00638,INULIN,630
DB09536,SYS,630
DB13724,NIFURATEL,0
DB08579,"4-BROMO-2-{[(3R,5S)-3,5-DIMETHYLPIPERIDIN-1-YL]CARBONYL}ANILINE",276
DB08542,"3,4-DIHYDROXY-9,10-SECOANDROSTA-1(10),2,4-TRIENE-9,17-DIONE",479
DB05465,TANDUTINIB,551
DB12163,SARPOGRELATE,13
DB04671,L-CYSTEIN-S-1-(IMINOMETHYL)-L-ORNITHINE,302
DB07632,"5-(2-CHLOROPHENYL)-1,3,4-THIADIAZOLE-2-SULFONAMIDE",124
DB01166,PLETAL,460
DB03151,(MU-4-SULFIDO)-TETRA-NUCLEAR COPPER ION,630
DB01582,SULFAMETHAZINE,187
DB08947,ISOVUE-M,0
DB06962,"(5-(AMINOMETHYL)-2H-SPIRO[BENZOFURAN-3,4'-PIPERIDINE]-1'-YL)(5-(PHENYLETHYNYL)FURAN-2-YL)METHANONE",576
DB02190,(S)-OXALOSUCCINIC ACID,448
DB08971,FLUOCORTOLONE,0
DB00766,TIMENTIN,280
DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",598
DB13335,PINAZEPAM,0
DB11490,NALORPHINE,0
DB12577,FOSBRETABULIN,0
DB00444,VUMON,0
DB08232,"[5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-3-BIPHENYLYL]ACETIC ACID",182
DB00640,SULFUR,0
DB00598,TRANDATE,0
DB02155,BALANOL ANALOG 8,161
DB11464,SULFAQUINOXALINE,0
DB03615,RIBOSTAMYCIN,338
DB00890,DIENESTROL,6
DB02658,"2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-ALLOPYRANOSIDE",261
DB04538,THREO-3-METHYL-L-ASPARTIC ACID,243
DB06145,SPIRAMYCIN,308
DB02098,ADENOSINE-2'-5'-DIPHOSPHATE,504
DB03518,MEVALONIC ACID,337
DB11510,DESLORELIN,0
DB13832,RANIMUSTINE,0
DB00018,ALFERON,0
DB00854,LEVORPHANOL,0
DB01559,CLOTIAZEPAM,0
DB02652,L-[(N-HYDROXYAMINO)CARBONYL]PHENYLALANINE,373
DB01833,L-2-AMINO-4-(GUANIDINOOXY)BUTYRIC ACID,60
DB09030,VORAPAXAR,630
DB07968,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,357
DB13799,ETHADIONE,0
DB00112,AVASTIN,396
DB13675,METAHEXAMIDE,0
DB03586,"(3R,4R,5S,6R)-6-FLUORO-3,4,5-TRIHYDROXYTETRAHYDRO-2H-PYRAN-2-OLATE",317
DB03106,SCYLLO-INOSITOL,338
DB12478,PIRIBEDIL,552
DB12116,EPIGALLOCATECHIN GALLATE,186
DB02836,GUANOSINE 5'-DIPHOSPHATE 2':3'-CYCLIC MONOPHOSPHATE,498
DB07041,"N-[2-(2,4-DIAMINOPYRIDO[2,3-D]PYRIMIDIN-7-YL)-2-METHYLPROPYL]-4-PHENOXYBENZAMIDE",257
DB08163,5'-{[4-(AMINOOXY)BUTYL](METHYL)AMINO}-5'-DEOXY-8-ETHENYLADENOSINE,628
DB04418,ADENYLOSUCCINIC ACID,494
DB12976,ROBATUMUMAB,0
DB09243,HYDRACARBAZINE,0
DB03501,GALACTOSE-URIDINE-5'-DIPHOSPHATE,503
DB12153,CITICOLINE,0
DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",418
DB11108,UTRASURE,0
DB13251,OCTOPAMINE,0
DB01039,ANTARA,205
DB08262,"2,6-DICARBOXYNAPHTHALENE",500
DB04782,(S)-4-NITROSTYRENE OXIDE,206
DB02561,BETA-D-FRUCTOPYRANOSE,317
DB08604,FA,257
DB00826,NATACYN,308
DB06346,FIBOFLAPON,453
DB01549,ROLICYCLIDINE,378
DB09059,ATOSIBAN,0
DB02803,"3-PHENYL-1,2-PROPANDIOL",136
DB05414,PIPENDOXIFENE,467
DB03203,SPHINGOSINE,407
DB08490,CTS-1027,258
DB04776,(2R)-2-({6-[BENZYL(METHYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)BUTAN-1-OL,534
DB01072,EVOTAZ,409
DB12202,ZALUTUMUMAB,396
DB03091,4-AMIDO-4-CARBAMOYL-BUTYRIC ACID,388
DB02568,PELDESINE,613
DB03473,N5-METHYLGLUTAMINE,438
DB12160,BUCILLAMINE,0
DB00306,TALBUTAL,0
DB08961,AZOSEMIDE,0
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",33
DB09088,RHINO MEX,339
DB08212,1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA,95
DB08336,"2-METHYL-2-PROPANYL [(1R)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE",202
DB08533,"3-METHYL-N-(PYRIDIN-4-YLMETHYL)IMIDAZO[1,2-A]PYRAZIN-8-AMINE",375
DB01879,(S)-2-{METHYL-[2-(NAPHTHALENE-2-SULFONYLAMINO)-5-(NAPHTHALENE-2-SULFONYLOXY)-BENZOYL]-AMINO}-SUCCINICACID,428
DB12017,OZAGREL,0
DB11342,VFB BIO PEEL,0
DB13304,TRIAZIQUONE,0
DB06756,ENLYTE,280
DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",630
DB09281,GASVA,0
DB08759,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",338
DB00750,EMLA,383
DB11094,50 PLUS,0
DB04470,CRA_10656,94
DB09324,UNASYN,280
DB04808,NEAMINE,0
DB07715,EMODIN,590
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",630
DB07972,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,556
DB11156,PIN X,509
DB05806,COSITECAN,630
DB02998,METHYLTRIENOLONE,476
DB02827,"7-(1,1-DIOXO-1H-BENZO[D]ISOTHIAZOL-3-YLOXYMETHYL)-2-(OXALYL-AMINO)-4,7-DIHYDRO-5H-THIENO[2,3-C]PYRAN-3-CARBOXYLIC ACID",27
DB00914,PHENFORMIN,0
DB07410,[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID,575
DB07222,(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,315
DB00075,OKT3,333
DB03809,9-BUTYL-8-(3-METHOXYBENZYL)-9H-PURIN-6-AMINE,83
DB00586,CAMBIA,0
DB09069,TRIMETAZIDINE,282
DB00645,SUCRETS,285
DB04885,CILANSETRON,474
DB04743,NIMESULIDE,254
DB06642,BEVASIRANIB,396
DB01319,LEXIVA,187
DB13664,FORMOCORTAL,0
DB08055,"N-(2-CHLOROPHENYL)-5-PHENYLIMIDAZO[1,5-A]PYRAZIN-8-AMINE",626
DB08341,"4-{[4-{[(1R,2R)-2-(DIMETHYLAMINO)CYCLOPENTYL]AMINO}-5-(TRIFLUOROMETHYL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE",167
DB03446,3-BENZYLAMINOCARBONYLPHENYL-ALPHA-D-GALACTOSIDE,250
DB00808,LOZIDE,0
DB09240,NILUDIPINE,0
DB12108,TASELISIB,0
DB00007,LUPRON,0
DB07747,"(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",615
DB03742,COMPOUND 4-D,6
DB01933,7-HYDROXYSTAUROSPORINE,488
DB01020,ISMN,630
DB07459,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,75
DB00314,CAPREOMYCIN,284
DB10804,THERACYS,0
DB08011,"(3E)-5-FLUORO-1-[(6-FLUORO-4H-1,3-BENZODIOXIN-8-YL)METHYL]-1H-INDOLE-2,3-DIONE 3-OXIME",542
DB00704,REVIA,0
DB13523,VERALIPRIDE,0
DB06174,NOSCAPINE,630
DB01488,DIMETHYLTRYPTAMINE,487
DB01179,WARTEC,0
DB07773,5-FLUOROINDOLE PROPANOL PHOSPHATE,464
DB07110,4-(4-FLUOROBENZYL)PIPERIDINE,164
DB04819,METHAPYRILENE,0
DB08688,UNDECAN-2-ONE,338
DB04353,{(1S)-1-BENZYL-4-[3-CARBAMOYL-1-(1-CARBAMOYL-2-PHENYL-ETHYLCARBAMOYL)-(S)-PROPYLCARBAMOYL]-2-OXO-5-PHENYL-PENTYL}-CARBAMIC ACID TERT-BUTYL ESTER,355
DB04410,3-PHENYLPROPYLAMINE,357
DB01791,PICLAMILAST,272
DB02004,"5-(AMINOMETHYL)-6-(2,4-DICHLOROPHENYL)-2-(3,5-DIMETHOXYPHENYL)PYRIMIDIN-4-AMINE",43
DB05073,SRT501,0
DB03708,ADENOSINE 5'-PHOSPHOSULFATE,494
DB04029,PHENYLALANINE AMIDE,372
DB03424,UBENIMEX,0
DB03848,BENZENESULFINIC ACID,135
DB00281,BL,357
DB13386,EPIMESTROL,0
DB04493,FRUCTOSE-6-PHOSPHATE,330
DB11575,ZEPATIER,449
DB11826,LAMPALIZUMAB,0
DB07170,"5'-FLUORO-2',5'-DIDEOXYADENOSINE",630
DB03157,"N,O-DIDANSYL-L-TYROSINE",372
DB00073,RITUXAN,299
DB00615,MYCOBUTIN,0
DB01182,RYTHMOL,0
DB13743,SODIUM AUROTIOSULFATE,0
DB07726,"2-TERT-BUTYLBENZENE-1,4-DIOL",214
DB07092,"(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE",33
DB11507,CLOPROSTENOL,0
DB04586,2-BROMOPHENOL,479
DB00772,OVIDE,337
DB00920,ALAWAY,0
DB07722,3-(4-NITRO-PHENOXY)-PROPAN-1-OL,357
DB04680,GALACTOSE GREASE,328
DB06825,TRELSTAR,1
DB08470,"3-(4-FLUOROPHENYL)-5-PHENYL-4H-1,2,4-TRIAZOLE",217
DB00578,CARBENICILLIN,355
DB08783,(4-{(2S)-2-[(TERT-BUTOXYCARBONYL)AMINO]-3-METHOXY-3-OXOPROPYL}PHENYL)METHANESELENINIC ACID,23
DB00541,MARQIBO,0
DB02109,HADACIDIN,438
DB02689,S-{2-[AMINO(DIHYDROXY)-LAMBDA~4~-SULFANYL]ETHYL}-D-CYSTEINE,302
DB00149,PROSOL,393
DB00863,ZANTAC,378
DB06741,GAVESTINEL,487
DB04381,CROTONALDEHYDE,338
DB06719,BUSERELIN,396
DB02713,ACETYLAMINO-ACETIC ACID,306
DB06534,THROMBOPOIETIN,396
DB04630,ALDOSTERONE,492
DB08649,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,463
DB04452,AMINOQUINURIDE,459
DB08951,INDOPROFEN,0
DB02452,THYMIDINE-5'-TRIPHOSPHATE,502
DB02693,"(4S,5S)-1,2-DITHIANE-4,5-DIOL",630
DB08761,"(3S,6S)-3,6-BIS(4-HYDROXYBENZYL)PIPERAZINE-2,5-DIONE",280
DB02802,5-AMINOCARBONYL-3-NITROPHENYL-ALPHA-D-GALACTOPYRANOSE,331
DB13266,CEFATRIZINE,0
DB08391,"6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",536
DB00951,RIFATER,451
DB08748,4-(DIMETHYLAMINO)BENZOIC ACID,297
DB07036,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",185
DB05555,ENOKIZUMAB,0
DB03205,PYRROLOQUINOLINE QUINONE,459
DB13486,MAGNESIUM PEROXIDE,0
DB09076,ANORO,0
DB08499,"N-[3-(2-FLUOROETHOXY)PHENYL]-N'-(1,3,4-TRIOXO-1,2,3,4-TETRAHYDROISOQUINOLIN-6-YL)BUTANEDIAMIDE",523
DB06343,R1507,0
DB13164,OLMUTINIB,543
DB01745,N-ALPHA-(2-NAPHTHYLSULFONYL)-N(3-AMIDINO-L-PHENYLALANINYL)ISOPIPECOLINIC ACID METHYL ESTER,110
DB07704,"6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",14
DB04741,MYXOTHIAZOL,217
DB13244,AMINOMETHYLBENZOIC ACID,0
DB07809,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,20
DB07223,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",238
DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,453
DB08031,"N-[(13-CYCLOHEXYL-6,7-DIHYDROINDOLO[1,2-D][1,4]BENZOXAZEPIN-10-YL)CARBONYL]-2-METHYL-L-ALANINE",300
DB00438,AVYCAZ,0
DB01832,4-[HYDROXY-[METHYL-PHOSPHINOYL]]-3-OXO-BUTANOIC ACID,493
DB12769,LOMETREXOL,388
DB08377,N-[4-(4-NITROPHENYLPHOSPHO)BUTANOYL]-D-ALANINE,307
DB02311,METHYL METHYLSULFINYLMETHYL SULFIDE,629
DB13520,METERGOLINE,459
DB04059,8-(PYRIMIDIN-2-YLAMINO)NAPHTHALENE-2-CARBOXIMIDAMIDE,320
DB07128,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",28
DB08669,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",578
DB04988,IGN311,396
DB04151,4-METHYL-HISTIDINE,438
DB07620,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",195
DB04489,GUANIDINOETHYLMERCAPTOSUCCINIC ACID,337
DB08259,7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID,311
DB07031,"3-FLUORO-4-{[(2R)-2-HYDROXY-2-(5,5,8,8-TETRAMETHYL-5,6,7,8-TETRAHYDRO-2-NAPHTHALENYL)ACETYL]AMINO}BENZOIC ACID",192
DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",411
DB12177,EPLIVANSERIN,0
DB03496,ALVOCIDIB,178
DB01998,"2-[3,4-DIHYDROXY-2-HYDROXYMETHYL-5-(2-HYDROXY-NONYL)-TETRAHYDRO-FURAN-2-YLOXY]-6-HYDROXYMETHYL-TETRA HYDRO-PYRAN-3,4,5-TRIOL",342
DB12499,CORTEXOLONE 17Α-PROPIONATE,0
DB01036,DETROL,0
DB09043,EPERZAN,396
DB09276,MYOCHRYSINE,0
DB13644,METHYLTHIOURACIL,0
DB08855,LEUKOTRIENE C4,284
DB01289,GLISOXEPIDE,167
DB03177,5-METHYLBENZIMIDAZOLE,115
DB04395,PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER,494
DB07226,"N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE",487
DB03120,PARA-TOLUENE SULFONATE,357
DB00672,CHLORPROPAMIDE,167
DB02668,"JE-2147, AG1776, KNI-764",587
DB00343,TIAZAC,0
DB02761,S-MERCAPTOCYSTEINE,302
DB07391,"(2S)-2-AMINO-1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)PROPAN-1-ONE",338
DB08271,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,167
DB09029,COSENTYX,396
DB03423,S-ADENOSYL-L-HOMOSELENOCYSTEINE,628
DB04841,FLUNARIZINE,198
DB09090,DICETEL,122
DB04959,HSPE7,396
DB07262,1-{[N-(1-IMINO-GUANIDINO-METHYL)]SULFANYLMETHYL}-3-TRIFLUOROMETHYL-BENZENE,195
DB01925,"2'-CHLORO-BIPHENYL-2,3-DIOL",357
DB00290,BLEOMYCIN,0
DB02822,PARA-BROMOBENZYL ALCOHOL,345
DB11079,MOBISYL,0
DB02459,4-GUANIDINOBENZOIC ACID,357
DB02941,3-(1-AMINOETHYL)NONANEDIOIC ACID,335
DB00247,SANSERT,0
DB02331,"(2S)-2-[(5-BENZOFURAN-2-YL-THIOPHEN-2-YLMETHYL)-(2,4-DICHLORO-BENZOYL)-AMINO]-3-PHENYL-PROPIONIC ACID",310
DB01813,PYRIDOXYL-GLUTAMIC ACID-5'-MONOPHOSPHATE,388
DB08165,INDANE-5-SULFONAMIDE,123
DB01079,TEGASEROD,444
DB01843,"3-AMINO-8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-6-OXA-1,3-DIAZA-SPIRO[4.5]DECANE-2,4-DIONE",245
DB09117,PARALDEHYDE,0
DB03877,AL4623,137
DB05434,ABT-510,586
DB05271,NEUPRO,0
DB04129,WILLARDIINE,244
DB07233,N-{[4-(BUT-2-YN-1-YLOXY)PHENYL]SULFONYL}-5-METHYL-D-TRYPTOPHAN,478
DB05440,SRP 299,0
DB09265,ADLYXIN,0
DB11412,FENTHION,0
DB13719,TROLNITRATE,0
DB00522,BENTIROMIDE,365
DB01407,CLENBUTEROL,0
DB00834,KORLYM,496
DB04205,"THYMIDINE-3',5'-DIPHOSPHATE",502
DB00286,DUAVEE,0
DB07485,"4,4'-CYCLOHEXANE-1,1-DIYLDIPHENOL",198
DB08651,3'-THIO-THYMIDINE-5'-PHOSPHATE,630
DB03670,"2-(OXALYL-AMINO)-4,5,6,7-TETRAHYDRO-THIENO[2,3-C]PYRIDINE-3-CARBOXYLIC ACID",27
DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",291
DB00217,BETHANIDINE,0
DB08549,"(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER",25
DB04833,METHAQUALONE,0
DB00974,EDETIC ACID,0
DB09101,GENVOYA,459
DB07443,(2Z)-N-BIPHENYL-4-YL-2-CYANO-3-HYDROXYBUT-2-ENAMIDE,173
DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",357
DB06827,VIOMYCIN,587
DB02751,GLYCOCYAMINE,280
DB01615,ACEPROMETAZINE,225
DB06083,TAPINAROF,13
DB13460,RONIFIBRATE,0
DB01915,S-HYDROXYCYSTEINE,302
DB12104,TAREXTUMAB,0
DB00011,INTERFERON ALFA-N1,0
DB06271,SULODEXIDE,0
DB04967,LUCANTHONE,0
DB01895,ASPARTYL-ADENOSINE-5'-MONOPHOSPHATE,504
DB07559,"(2Z)-2-CYANO-N-(2,2'-DICHLOROBIPHENYL-4-YL)-3-HYDROXYBUT-2-ENAMIDE",263
DB11715,BAPINEUZUMAB,0
DB01229,TAXOL,121
DB07084,"N-(6,7,9,10,17,18,20,21-OCTAHYDRODIBENZO[B,K][1,4,7,10,13,16]HEXAOXACYCLOOCTADECIN-2-YL)ACETAMIDE",407
DB08875,COMETRIQ,0
DB07270,"N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE",167
DB02271,S-(2-OXO)PENTADECYLCOA,630
DB13028,BIAPENEM,0
DB03296,LACTOSE SIALIC ACID,338
DB04174,3'-1-CARBOXY-1-PHOSPHONOOXY-ETHOXY-URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE,503
DB11473,TRICHLORFON,0
DB01472,4-METHOXYAMPHETAMINE,0
DB01381,GINKGO BILOBA,0
DB00838,CLODERM,486
DB02547,GUANOSINE-5'-DIPHOSPHATE-RHAMNOSE,504
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",277
DB01180,RESCINNAMINE,0
DB03003,GLUTATHIONE SULFONIC ACID,284
DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,226
DB01076,CADUET,0
DB03728,P-CHLOROBENZOIC ACID,357
DB00353,METHERGINE,0
DB04662,OLOMOUCINE II,58
DB07005,D-PHENYLALANYL-N-{4-[AMINO(IMINIO)METHYL]BENZYL}-L-PROLINAMIDE,17
DB02783,4'-DEOXY-4'-ACETYLYAMINO-PYRIDOXAL-5'-PHOSPHATE,446
DB06834,"N-(2-HYDROXY-1,1-DIMETHYLETHYL)-1-METHYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-2-YL)-1H-INDOLE-5-CARBOXAMIDE",481
DB12406,LISOFYLLINE,0
DB04342,7-((CARBOXY(4-HYDROXYPHENYL)ACETYL)AMINO)-7-METHOXY-(3-((1-METHYL-1H-TETRAZOL-5-YL)THIO)METHYL)-8-OXO-5-OXA-1-AZABICYCLO[4.2.0]OCT-2-ENE-2-CARBOXYLIC ACID,306
DB01934,"N-METHYL-N-(10-METHYLUNDECANOYL)-D-SERYL-L-ALANYL-N~1~-[(7S,10S,13S)-13-CARBOXY-3,18-DIHYDROXY-10-METHYL-8,11-DIOXO-9,12-DIAZATRICYCLO[13.3.1.1~2,6~]ICOSA-1(19),2(20),3,5,15,17-HEXAEN-7-YL]-N~1~-METHYLGLYCINAMIDE",284
DB02975,GE-2270A,3
DB00932,APTIVUS,630
DB00016,EPOGEN,0
DB00040,GLUCAGEN,368
